PID,capital.gain,capital.loss,hours.per.week,native.country,class
P38520,0,0,50, United-States, <=50K
P38521,0,0,40, Mexico, <=50K
P38522,0,1902,35, United-States, <=50K
P38523,0,0,40, United-States, <=50K
P38524,0,0,40, United-States, <=50K
P38525,0,0,40, United-States, <=50K
P38526,0,0,25, United-States, <=50K
P38527,0,0,40, United-States, <=50K
P38528,0,0,18, United-States, <=50K
P38529,0,0,60, United-States, <=50K
P38530,0,0,50, United-States, >50K
P38531,0,0,40, United-States, <=50K
P38532,0,0,40, United-States, <=50K
P38533,0,0,35, India, >50K
P38534,0,0,40,Other, <=50K
P38535,0,0,45, United-States, >50K
P38536,0,0,40, United-States, <=50K
P38537,7430,0,40, United-States, >50K
P38538,0,0,40, United-States, <=50K
P38539,0,0,35, United-States, <=50K
P38540,0,0,40, United-States, <=50K
P38541,2174,0,40, United-States, <=50K
P38542,0,0,40, United-States, >50K
P38543,0,0,25, United-States, <=50K
P38544,0,0,40, United-States, <=50K
P38545,0,0,75, United-States, <=50K
P38546,0,0,40, United-States, <=50K
P38547,0,0,40, United-States, <=50K
P38548,0,0,40, United-States, <=50K
P38549,0,0,10, United-States, <=50K
P38550,0,0,11, United-States, <=50K
P38551,594,0,40, United-States, <=50K
P38552,0,0,40, United-States, <=50K
P38553,0,0,8, United-States, <=50K
P38554,0,0,40, United-States, <=50K
P38555,0,0,24, United-States, <=50K
P38556,0,0,40, United-States, <=50K
P38557,0,0,15, United-States, <=50K
P38558,0,0,40, United-States, <=50K
P38559,0,0,40, United-States, <=50K
P38560,0,0,72, United-States, <=50K
P38561,0,0,45, United-States, <=50K
P38562,0,0,50, United-States, <=50K
P38563,0,0,38, United-States, >50K
P38564,1848,0,99, United-States, <=50K
P38565,0,0,40, United-States, <=50K
P38566,0,0,40, United-States, <=50K
P38567,0,0,45, United-States, <=50K
P38568,0,0,45, United-States, <=50K
P38569,0,0,40, Philippines, <=50K
P38570,0,0,50, United-States, >50K
P38571,0,0,40, United-States, <=50K
P38572,0,0,40, Philippines, <=50K
P38573,0,0,40, United-States, <=50K
P38574,15024,0,35, United-States, >50K
P38575,0,0,90, Greece, >50K
P38576,0,0,45, United-States, >50K
P38577,0,0,35, United-States, <=50K
P38578,0,0,40, United-States, <=50K
P38579,0,0,8, United-States, <=50K
P38580,0,0,30, United-States, <=50K
P38581,27828,0,45, United-States, >50K
P38582,0,0,45, United-States, <=50K
P38583,0,0,40, United-States, <=50K
P38584,0,0,40, United-States, <=50K
P38585,10520,0,45, United-States, >50K
P38586,0,0,37, United-States, <=50K
P38587,0,0,60, United-States, <=50K
P38588,2174,0,40, United-States, <=50K
P38589,0,0,40, United-States, <=50K
P38590,0,1977,40, United-States, >50K
P38591,0,0,40, United-States, <=50K
P38592,0,0,40, United-States, <=50K
P38593,0,0,8, United-States, <=50K
P38594,0,0,35, United-States, <=50K
P38595,0,0,40,Other, <=50K
P38596,6514,0,40, United-States, >50K
P38597,0,0,40, United-States, >50K
P38598,0,0,52, United-States, <=50K
P38599,0,0,60, United-States, >50K
P38600,0,0,18, United-States, <=50K
P38601,0,0,35, United-States, <=50K
P38602,0,0,40, United-States, <=50K
P38603,0,0,40, United-States, <=50K
P38604,0,0,42, United-States, <=50K
P38605,0,0,40, United-States, <=50K
P38606,0,0,40, United-States, <=50K
P38607,0,0,36, United-States, >50K
P38608,0,0,40, United-States, >50K
P38609,0,0,40,Other, <=50K
P38610,0,0,40, United-States, <=50K
P38611,0,0,50, United-States, >50K
P38612,0,0,40, United-States, <=50K
P38613,27828,0,50, United-States, >50K
P38614,0,0,45, United-States, <=50K
P38615,0,0,36,Other, <=50K
P38616,0,0,34, United-States, <=50K
P38617,0,0,40, Mexico, <=50K
P38618,0,0,40, United-States, <=50K
P38619,0,0,40, United-States, >50K
P38620,0,0,40, United-States, >50K
P38621,0,0,40, United-States, >50K
P38622,0,0,40, United-States, <=50K
P38623,0,0,70, Greece, >50K
P38624,0,0,40, United-States, <=50K
P38625,0,0,38, Thailand, <=50K
P38626,0,0,45, United-States, <=50K
P38627,0,0,40, United-States, <=50K
P38628,0,0,38, United-States, <=50K
P38629,0,0,42, United-States, <=50K
P38630,0,0,40, United-States, <=50K
P38631,0,0,40, United-States, <=50K
P38632,0,0,40, United-States, <=50K
P38633,0,2179,40, United-States, <=50K
P38634,7688,0,40, United-States, >50K
P38635,0,0,40, United-States, <=50K
P38636,0,0,40, United-States, <=50K
P38637,0,0,31, United-States, <=50K
P38638,0,0,55, United-States, >50K
P38639,0,0,16, United-States, <=50K
P38640,0,0,40, United-States, <=50K
P38641,5013,0,40, United-States, <=50K
P38642,0,0,37, United-States, <=50K
P38643,0,0,40, United-States, <=50K
P38644,0,0,5, United-States, <=50K
P38645,0,0,40, United-States, <=50K
P38646,0,0,40, United-States, <=50K
P38647,0,0,40, United-States, <=50K
P38648,0,0,40, United-States, <=50K
P38649,0,0,40, United-States, <=50K
P38650,0,0,40, United-States, <=50K
P38651,0,0,35, United-States, >50K
P38652,0,0,50, United-States, >50K
P38653,0,0,60, United-States, >50K
P38654,0,0,50, United-States, <=50K
P38655,0,0,40, United-States, <=50K
P38656,0,0,50, United-States, <=50K
P38657,0,0,25, United-States, <=50K
P38658,27828,0,48, United-States, >50K
P38659,0,0,16, United-States, <=50K
P38660,0,0,40, Puerto-Rico, >50K
P38661,0,0,40, United-States, <=50K
P38662,0,0,45, United-States, <=50K
P38663,0,0,40, United-States, <=50K
P38664,0,0,20, United-States, <=50K
P38665,0,0,40, United-States, >50K
P38666,0,0,40, United-States, <=50K
P38667,0,0,65, United-States, >50K
P38668,0,0,60, United-States, >50K
P38669,0,0,40, United-States, <=50K
P38670,0,0,35, Hong, <=50K
P38671,0,0,25, United-States, <=50K
P38672,0,0,40, United-States, <=50K
P38673,0,0,40, United-States, <=50K
P38674,0,0,42, United-States, <=50K
P38675,5178,0,40, United-States, >50K
P38676,0,0,40, United-States, <=50K
P38677,0,0,60, United-States, <=50K
P38678,0,0,60, United-States, <=50K
P38679,0,0,40, United-States, <=50K
P38680,0,0,50, United-States, <=50K
P38681,0,1504,40, United-States, <=50K
P38682,0,0,50, England, <=50K
P38683,0,0,50, United-States, <=50K
P38684,0,0,40, United-States, <=50K
P38685,0,0,40, United-States, <=50K
P38686,0,0,18, United-States, <=50K
P38687,0,0,50, United-States, <=50K
P38688,0,0,40, United-States, <=50K
P38689,0,0,50, United-States, >50K
P38690,7298,0,60, United-States, >50K
P38691,0,0,60, United-States, <=50K
P38692,0,0,15, United-States, <=50K
P38693,0,0,40, United-States, >50K
P38694,0,0,40, United-States, >50K
P38695,0,0,60, United-States, <=50K
P38696,0,0,25, United-States, <=50K
P38697,0,0,40, United-States, <=50K
P38698,0,1573,40, Italy, <=50K
P38699,0,0,40, United-States, <=50K
P38700,0,1564,40, Canada, >50K
P38701,0,2415,40, United-States, >50K
P38702,0,0,55, United-States, >50K
P38703,0,0,35, United-States, <=50K
P38704,0,0,37, United-States, <=50K
P38705,0,0,10, United-States, <=50K
P38706,0,0,64, United-States, >50K
P38707,0,0,40, United-States, <=50K
P38708,0,0,40, Yugoslavia, >50K
P38709,0,0,40, United-States, <=50K
P38710,99999,0,50, United-States, >50K
P38711,0,0,40, United-States, >50K
P38712,0,0,40, United-States, <=50K
P38713,0,0,40, United-States, <=50K
P38714,0,0,12, United-States, <=50K
P38715,0,0,40, United-States, <=50K
P38716,0,0,50, United-States, <=50K
P38717,0,0,50, United-States, >50K
P38718,0,0,40, United-States, <=50K
P38719,0,0,40, United-States, <=50K
P38720,0,0,38, United-States, <=50K
P38721,0,1092,40, United-States, <=50K
P38722,0,0,25, United-States, <=50K
P38723,7688,0,40, United-States, >50K
P38724,0,0,30, United-States, <=50K
P38725,0,0,50, United-States, <=50K
P38726,0,0,45, United-States, >50K
P38727,0,0,50, United-States, >50K
P38728,0,0,40, United-States, >50K
P38729,0,0,15, Canada, <=50K
P38730,0,0,40, United-States, >50K
P38731,0,0,37, United-States, <=50K
P38732,0,0,40, United-States, <=50K
P38733,0,0,40, United-States, <=50K
P38734,0,0,40, United-States, <=50K
P38735,0,1902,40, United-States, >50K
P38736,0,0,15, United-States, <=50K
P38737,0,0,30, United-States, <=50K
P38738,0,0,40, United-States, <=50K
P38739,15024,0,40, United-States, >50K
P38740,0,0,25, United-States, <=50K
P38741,0,0,40,Other, <=50K
P38742,0,0,65, United-States, <=50K
P38743,0,0,20, United-States, <=50K
P38744,7688,0,50, United-States, >50K
P38745,0,0,50, United-States, <=50K
P38746,0,0,40, United-States, >50K
P38747,0,0,40, United-States, <=50K
P38748,0,0,40, United-States, <=50K
P38749,0,0,20, United-States, <=50K
P38750,0,0,40, Cuba, <=50K
P38751,0,0,45, United-States, <=50K
P38752,0,0,40, United-States, <=50K
P38753,0,0,48, United-States, <=50K
P38754,0,0,40, United-States, <=50K
P38755,0,0,40, United-States, <=50K
P38756,0,0,40, United-States, <=50K
P38757,0,0,40, Cuba, >50K
P38758,0,0,30, United-States, <=50K
P38759,13550,0,60, United-States, >50K
P38760,0,0,50, United-States, <=50K
P38761,0,0,40, United-States, <=50K
P38762,0,0,40, United-States, <=50K
P38763,0,0,40, United-States, <=50K
P38764,0,0,40, United-States, <=50K
P38765,0,0,40, United-States, <=50K
P38766,0,0,44, United-States, >50K
P38767,0,0,20,Other, <=50K
P38768,0,0,40, United-States, <=50K
P38769,0,0,40,Other, <=50K
P38770,0,0,40, United-States, >50K
P38771,0,0,40, United-States, >50K
P38772,0,0,55, Germany, <=50K
P38773,0,0,40, United-States, <=50K
P38774,0,0,40, United-States, <=50K
P38775,0,0,40, United-States, <=50K
P38776,0,0,55, United-States, <=50K
P38777,0,0,40, United-States, <=50K
P38778,0,0,50, United-States, <=50K
P38779,0,0,50, United-States, <=50K
P38780,4386,0,40, United-States, >50K
P38781,0,0,40, United-States, <=50K
P38782,5013,0,40, Mexico, <=50K
P38783,0,1721,40, United-States, <=50K
P38784,0,0,20, United-States, <=50K
P38785,0,0,40, United-States, >50K
P38786,0,0,20, United-States, <=50K
P38787,0,0,72, United-States, <=50K
P38788,0,0,40, United-States, <=50K
P38789,0,0,15, United-States, <=50K
P38790,0,0,40, United-States, <=50K
P38791,0,0,40, India, >50K
P38792,0,0,60, United-States, <=50K
P38793,0,0,75, United-States, >50K
P38794,0,1602,30, United-States, <=50K
P38795,0,0,40,Other, <=50K
P38796,5013,0,44, United-States, <=50K
P38797,0,0,60, United-States, <=50K
P38798,0,0,40, United-States, <=50K
P38799,0,0,60, United-States, <=50K
P38800,0,0,40, United-States, <=50K
P38801,0,0,40, El-Salvador, <=50K
P38802,0,0,40, United-States, <=50K
P38803,0,0,55, United-States, >50K
P38804,7688,0,40, United-States, >50K
P38805,0,0,30, United-States, <=50K
P38806,13550,0,35, United-States, >50K
P38807,0,0,35, Dominican-Republic, <=50K
P38808,0,0,38, United-States, >50K
P38809,0,0,55, United-States, >50K
P38810,0,0,50, United-States, >50K
P38811,0,0,50, United-States, >50K
P38812,0,0,25, United-States, <=50K
P38813,0,0,40, United-States, <=50K
P38814,0,0,40, United-States, <=50K
P38815,0,0,70, United-States, <=50K
P38816,1506,0,40, United-States, <=50K
P38817,0,0,30, United-States, <=50K
P38818,0,0,40, United-States, <=50K
P38819,0,0,40, United-States, <=50K
P38820,0,0,40, United-States, <=50K
P38821,0,0,40, United-States, <=50K
P38822,0,0,40, Philippines, <=50K
P38823,0,0,60, United-States, <=50K
P38824,0,0,46, United-States, <=50K
P38825,0,0,47, United-States, <=50K
P38826,0,0,60, Portugal, <=50K
P38827,0,0,24, United-States, >50K
P38828,0,0,20, United-States, <=50K
P38829,0,0,45, United-States, <=50K
P38830,0,0,40, United-States, <=50K
P38831,0,0,40, United-States, <=50K
P38832,0,0,35, Italy, <=50K
P38833,0,0,99, United-States, <=50K
P38834,0,0,40, United-States, <=50K
P38835,0,0,40, Mexico, <=50K
P38836,0,0,40, United-States, <=50K
P38837,0,0,40, United-States, <=50K
P38838,0,0,40, United-States, <=50K
P38839,0,0,35, United-States, <=50K
P38840,0,0,40, United-States, <=50K
P38841,0,0,43, United-States, >50K
P38842,0,0,40, United-States, <=50K
P38843,0,0,40, United-States, <=50K
P38844,0,0,40, United-States, <=50K
P38845,0,0,35, United-States, <=50K
P38846,0,0,72, United-States, <=50K
P38847,0,0,40, United-States, <=50K
P38848,0,0,40, United-States, <=50K
P38849,0,0,50, United-States, >50K
P38850,0,0,40, Ecuador, <=50K
P38851,0,0,40, United-States, <=50K
P38852,0,0,40, United-States, <=50K
P38853,0,0,40, United-States, <=50K
P38854,0,0,48, United-States, <=50K
P38855,0,0,40, United-States, <=50K
P38856,0,0,40, United-States, >50K
P38857,99999,0,80, United-States, >50K
P38858,0,0,70, United-States, <=50K
P38859,0,0,50, United-States, <=50K
P38860,0,0,40, United-States, <=50K
P38861,0,0,40, United-States, <=50K
P38862,0,0,55, United-States, <=50K
P38863,0,0,55, United-States, <=50K
P38864,0,0,40, United-States, <=50K
P38865,0,0,40, United-States, <=50K
P38866,0,0,52, United-States, >50K
P38867,0,0,40, United-States, <=50K
P38868,0,0,46, United-States, <=50K
P38869,0,0,40, United-States, <=50K
P38870,0,0,48, United-States, <=50K
P38871,0,0,48, United-States, <=50K
P38872,0,0,40, United-States, <=50K
P38873,15024,0,55, United-States, >50K
P38874,99999,0,40, United-States, >50K
P38875,0,0,40, United-States, <=50K
P38876,0,0,40, United-States, <=50K
P38877,0,0,30, United-States, <=50K
P38878,0,0,40, Japan, <=50K
P38879,3103,0,43, United-States, >50K
P38880,0,0,50, United-States, <=50K
P38881,0,0,24, United-States, <=50K
P38882,0,0,20, United-States, <=50K
P38883,0,0,88, United-States, <=50K
P38884,0,0,55, United-States, >50K
P38885,0,0,40, United-States, <=50K
P38886,0,0,52, United-States, >50K
P38887,0,0,20, Canada, <=50K
P38888,0,0,40, United-States, <=50K
P38889,15024,0,45, United-States, >50K
P38890,7298,0,45, United-States, >50K
P38891,0,0,40, Taiwan, >50K
P38892,0,0,30, United-States, <=50K
P38893,2105,0,40, United-States, <=50K
P38894,0,0,50, United-States, <=50K
P38895,0,2472,35, United-States, >50K
P38896,0,0,45, United-States, <=50K
P38897,0,0,50, United-States, <=50K
P38898,0,0,24, United-States, >50K
P38899,0,1579,40, United-States, <=50K
P38900,0,0,50, United-States, >50K
P38901,0,0,60, England, >50K
P38902,0,0,70, United-States, <=50K
P38903,0,0,40, United-States, <=50K
P38904,7688,0,40, United-States, >50K
P38905,0,0,30, United-States, <=50K
P38906,0,0,40, United-States, >50K
P38907,0,0,40, United-States, <=50K
P38908,2174,0,55, United-States, <=50K
P38909,0,0,36, United-States, <=50K
P38910,14344,0,45, United-States, >50K
P38911,7298,0,40, United-States, >50K
P38912,0,0,40, United-States, >50K
P38913,0,0,40, United-States, >50K
P38914,0,0,40, United-States, <=50K
P38915,1055,0,20, United-States, <=50K
P38916,0,0,40, United-States, <=50K
P38917,0,0,40, United-States, >50K
P38918,0,0,40, United-States, <=50K
P38919,0,0,50, United-States, >50K
P38920,0,0,40, United-States, <=50K
P38921,0,0,40, United-States, <=50K
P38922,0,0,40, United-States, <=50K
P38923,0,0,50, United-States, >50K
P38924,6849,0,50, United-States, <=50K
P38925,0,0,49, United-States, <=50K
P38926,0,0,40, United-States, <=50K
P38927,0,0,60, United-States, <=50K
P38928,0,0,27, United-States, <=50K
P38929,5013,0,15, United-States, <=50K
P38930,0,0,40, United-States, <=50K
P38931,0,0,40, United-States, <=50K
P38932,0,0,40, United-States, <=50K
P38933,15024,0,55,Other, >50K
P38934,0,0,40, Mexico, <=50K
P38935,0,0,12, United-States, <=50K
P38936,0,0,40, United-States, <=50K
P38937,0,0,30, United-States, <=50K
P38938,0,0,40, United-States, <=50K
P38939,0,0,40, United-States, <=50K
P38940,0,0,40, United-States, <=50K
P38941,0,0,50, United-States, <=50K
P38942,0,0,40, United-States, <=50K
P38943,0,0,40, United-States, <=50K
P38944,7688,0,40, United-States, >50K
P38945,0,0,30, United-States, <=50K
P38946,0,0,40, United-States, <=50K
P38947,0,0,32, United-States, <=50K
P38948,0,1741,40, United-States, <=50K
P38949,0,0,42, United-States, <=50K
P38950,0,0,8, United-States, <=50K
P38951,0,0,40, United-States, <=50K
P38952,0,0,40, United-States, <=50K
P38953,0,0,60, United-States, >50K
P38954,0,0,42, United-States, <=50K
P38955,0,0,55, United-States, >50K
P38956,0,0,40, United-States, <=50K
P38957,0,0,40, United-States, <=50K
P38958,0,0,50, United-States, <=50K
P38959,0,0,40, United-States, >50K
P38960,0,0,40, United-States, <=50K
P38961,0,0,40, United-States, <=50K
P38962,0,0,54, United-States, <=50K
P38963,7298,0,40, United-States, >50K
P38964,0,0,40,Other, <=50K
P38965,0,0,40, Mexico, <=50K
P38966,594,0,10, United-States, <=50K
P38967,0,0,40, United-States, <=50K
P38968,0,0,40, United-States, <=50K
P38969,0,0,40, United-States, <=50K
P38970,0,0,40, Cuba, <=50K
P38971,0,0,60, United-States, <=50K
P38972,0,1902,38, United-States, >50K
P38973,0,0,47, Mexico, <=50K
P38974,0,0,40, United-States, <=50K
P38975,0,0,45, United-States, <=50K
P38976,0,0,50, United-States, <=50K
P38977,0,0,38, United-States, <=50K
P38978,0,0,30, United-States, <=50K
P38979,0,0,60, United-States, <=50K
P38980,0,0,40, United-States, <=50K
P38981,0,0,10, United-States, <=50K
P38982,0,0,43, United-States, <=50K
P38983,0,0,50, United-States, <=50K
P38984,0,0,40, United-States, <=50K
P38985,0,0,50, United-States, >50K
P38986,0,1902,30, United-States, >50K
P38987,0,0,40, United-States, <=50K
P38988,0,0,20, United-States, <=50K
P38989,0,0,10, Poland, <=50K
P38990,0,0,50, United-States, <=50K
P38991,0,0,50, United-States, <=50K
P38992,0,0,40, United-States, <=50K
P38993,0,0,40, United-States, <=50K
P38994,0,0,40, United-States, <=50K
P38995,0,0,60, United-States, <=50K
P38996,0,0,40, United-States, <=50K
P38997,0,1887,40, United-States, >50K
P38998,0,0,40, United-States, <=50K
P38999,0,0,48, United-States, <=50K
P39000,0,0,35, United-States, <=50K
P39001,0,0,16, United-States, <=50K
P39002,0,0,45, United-States, <=50K
P39003,0,0,35, Canada, <=50K
P39004,0,0,24, United-States, <=50K
P39005,0,0,50, United-States, >50K
P39006,0,0,30, United-States, <=50K
P39007,0,0,40, United-States, <=50K
P39008,0,0,50, United-States, >50K
P39009,0,0,36, United-States, <=50K
P39010,0,0,40, United-States, <=50K
P39011,0,0,40, United-States, <=50K
P39012,0,0,44, United-States, <=50K
P39013,0,0,50, United-States, <=50K
P39014,0,0,35, United-States, <=50K
P39015,0,0,33, United-States, <=50K
P39016,0,0,50, United-States, >50K
P39017,0,0,40, United-States, <=50K
P39018,0,0,25, United-States, <=50K
P39019,0,0,45, United-States, <=50K
P39020,0,0,40, United-States, <=50K
P39021,0,0,40, United-States, <=50K
P39022,0,0,40, United-States, <=50K
P39023,0,0,40, United-States, <=50K
P39024,0,0,5, United-States, >50K
P39025,4386,0,48, United-States, >50K
P39026,0,1408,40, United-States, <=50K
P39027,5178,0,40, United-States, >50K
P39028,0,0,45, United-States, <=50K
P39029,15024,0,50, United-States, >50K
P39030,0,0,40, United-States, >50K
P39031,0,0,50, United-States, <=50K
P39032,0,0,40, United-States, >50K
P39033,0,0,50, United-States, <=50K
P39034,0,0,24, United-States, <=50K
P39035,0,0,40, United-States, <=50K
P39036,0,0,45, United-States, >50K
P39037,0,0,35, United-States, <=50K
P39038,0,0,28, United-States, <=50K
P39039,99999,0,55, United-States, >50K
P39040,0,0,50, United-States, >50K
P39041,0,0,48, United-States, >50K
P39042,0,0,40, United-States, <=50K
P39043,0,0,50, United-States, <=50K
P39044,7688,0,40, United-States, >50K
P39045,0,0,10, United-States, <=50K
P39046,0,0,55, United-States, <=50K
P39047,0,0,30, United-States, <=50K
P39048,0,0,20, United-States, <=50K
P39049,0,0,25, United-States, <=50K
P39050,0,0,40, United-States, <=50K
P39051,0,0,20, United-States, <=50K
P39052,0,0,40, United-States, <=50K
P39053,0,0,40, United-States, <=50K
P39054,5178,0,40, United-States, >50K
P39055,0,0,30, Japan, <=50K
P39056,0,0,12, United-States, <=50K
P39057,0,0,20, China, <=50K
P39058,0,0,40, United-States, <=50K
P39059,0,0,40, United-States, <=50K
P39060,0,0,40, United-States, <=50K
P39061,0,0,30, United-States, <=50K
P39062,0,0,50, United-States, <=50K
P39063,0,0,35, United-States, <=50K
P39064,0,0,40, United-States, >50K
P39065,0,0,8, United-States, <=50K
P39066,3103,0,40, United-States, >50K
P39067,0,0,40, United-States, <=50K
P39068,0,0,2, United-States, <=50K
P39069,0,0,50, United-States, <=50K
P39070,0,0,40, United-States, <=50K
P39071,0,0,40, United-States, >50K
P39072,0,0,40, Mexico, <=50K
P39073,0,0,40, United-States, >50K
P39074,0,0,40, United-States, <=50K
P39075,0,0,50, Cuba, <=50K
P39076,0,0,66, United-States, <=50K
P39077,0,0,50, United-States, >50K
P39078,0,0,55, United-States, >50K
P39079,7298,0,40,Other, >50K
P39080,0,0,40, United-States, <=50K
P39081,0,0,50, United-States, <=50K
P39082,0,0,40, Puerto-Rico, <=50K
P39083,0,0,40, United-States, <=50K
P39084,0,0,40, United-States, <=50K
P39085,99999,0,80, United-States, >50K
P39086,0,0,40, United-States, <=50K
P39087,0,1762,40, Outlying-US(Guam-USVI-etc), <=50K
P39088,0,0,80, United-States, <=50K
P39089,0,0,30, United-States, <=50K
P39090,0,1669,90, United-States, <=50K
P39091,0,0,60, United-States, <=50K
P39092,0,0,40, United-States, >50K
P39093,0,0,38, United-States, <=50K
P39094,0,0,40, United-States, >50K
P39095,0,0,5, United-States, <=50K
P39096,0,0,40, El-Salvador, <=50K
P39097,0,0,60, United-States, >50K
P39098,0,0,40, United-States, <=50K
P39099,0,0,40, United-States, <=50K
P39100,0,0,50, United-States, >50K
P39101,0,0,41, United-States, <=50K
P39102,0,0,40, United-States, >50K
P39103,0,0,40, United-States, <=50K
P39104,0,0,40, United-States, >50K
P39105,7688,0,40, United-States, >50K
P39106,0,0,40, United-States, >50K
P39107,0,0,30, United-States, <=50K
P39108,5178,0,40, United-States, >50K
P39109,0,0,35, United-States, <=50K
P39110,0,0,32, United-States, <=50K
P39111,0,0,40, United-States, <=50K
P39112,0,0,40, United-States, <=50K
P39113,0,0,55, Philippines, <=50K
P39114,0,0,47, United-States, <=50K
P39115,0,0,20, United-States, <=50K
P39116,0,1740,55, United-States, <=50K
P39117,0,0,40, United-States, <=50K
P39118,0,0,40, United-States, <=50K
P39119,0,0,15, United-States, <=50K
P39120,0,0,40, United-States, <=50K
P39121,0,0,40, United-States, <=50K
P39122,0,0,40, United-States, <=50K
P39123,0,0,25, Philippines, <=50K
P39124,0,0,15, United-States, <=50K
P39125,0,0,35, United-States, <=50K
P39126,7298,0,40, United-States, >50K
P39127,0,0,40, United-States, >50K
P39128,0,0,40, Philippines, <=50K
P39129,0,0,40, United-States, <=50K
P39130,0,0,42, United-States, <=50K
P39131,0,0,25, United-States, <=50K
P39132,0,0,6, United-States, <=50K
P39133,0,0,40, United-States, <=50K
P39134,0,0,40, United-States, >50K
P39135,0,0,40, United-States, <=50K
P39136,0,0,12, Mexico, <=50K
P39137,0,0,40, United-States, <=50K
P39138,0,0,50, United-States, <=50K
P39139,0,0,40, United-States, <=50K
P39140,0,0,35, United-States, <=50K
P39141,15024,0,72, United-States, >50K
P39142,0,0,40, United-States, <=50K
P39143,0,0,32, United-States, >50K
P39144,0,0,40, United-States, <=50K
P39145,0,0,40, United-States, <=50K
P39146,4386,0,35, United-States, >50K
P39147,7298,0,50, United-States, >50K
P39148,0,0,10,Other, <=50K
P39149,0,0,30, United-States, >50K
P39150,0,0,56, United-States, >50K
P39151,0,0,50, United-States, <=50K
P39152,0,0,50, United-States, >50K
P39153,0,0,35, United-States, <=50K
P39154,0,0,40, United-States, <=50K
P39155,0,0,20, United-States, <=50K
P39156,0,0,42, United-States, <=50K
P39157,0,0,40, United-States, <=50K
P39158,0,0,40, United-States, <=50K
P39159,0,0,20, United-States, <=50K
P39160,0,0,40, United-States, <=50K
P39161,5178,0,40, United-States, >50K
P39162,0,0,40, United-States, <=50K
P39163,15024,0,45, United-States, >50K
P39164,8614,0,40, India, >50K
P39165,0,0,40, United-States, <=50K
P39166,0,0,20, United-States, <=50K
P39167,0,0,12, United-States, <=50K
P39168,0,0,40, United-States, <=50K
P39169,0,0,50, United-States, <=50K
P39170,0,0,40, United-States, <=50K
P39171,0,0,40, United-States, >50K
P39172,0,0,45, United-States, <=50K
P39173,0,0,40, United-States, <=50K
P39174,0,0,60, United-States, >50K
P39175,0,0,40, United-States, <=50K
P39176,0,0,40, United-States, >50K
P39177,0,0,50, United-States, <=50K
P39178,0,0,65, United-States, <=50K
P39179,0,0,50, United-States, <=50K
P39180,0,0,40, United-States, <=50K
P39181,0,1762,79, United-States, <=50K
P39182,0,0,40, United-States, <=50K
P39183,0,0,45, United-States, >50K
P39184,0,0,35, United-States, <=50K
P39185,0,0,40, United-States, <=50K
P39186,0,0,40, United-States, <=50K
P39187,0,0,40, Mexico, <=50K
P39188,7298,0,40, United-States, >50K
P39189,0,0,45, United-States, <=50K
P39190,0,0,32, United-States, <=50K
P39191,0,0,40, United-States, <=50K
P39192,0,0,40, United-States, <=50K
P39193,0,0,45, United-States, >50K
P39194,0,0,40, United-States, >50K
P39195,0,0,40, United-States, >50K
P39196,0,1590,40, United-States, <=50K
P39197,0,0,32, United-States, <=50K
P39198,0,0,40, Mexico, <=50K
P39199,0,0,36, United-States, <=50K
P39200,0,0,50, United-States, >50K
P39201,0,0,40, United-States, <=50K
P39202,0,0,30, United-States, >50K
P39203,0,0,40, Mexico, <=50K
P39204,0,0,65, Puerto-Rico, <=50K
P39205,0,0,40, United-States, <=50K
P39206,0,0,5, United-States, <=50K
P39207,0,0,40, United-States, <=50K
P39208,0,0,60, United-States, <=50K
P39209,0,0,72, United-States, <=50K
P39210,0,0,40, United-States, <=50K
P39211,0,0,40, United-States, <=50K
P39212,14084,0,36, United-States, >50K
P39213,0,0,20, United-States, <=50K
P39214,0,0,40, Peru, >50K
P39215,0,0,25, United-States, <=50K
P39216,0,0,40, United-States, <=50K
P39217,0,0,60, United-States, >50K
P39218,0,0,20, United-States, <=50K
P39219,0,0,4, United-States, <=50K
P39220,0,0,35, United-States, <=50K
P39221,0,0,48, United-States, >50K
P39222,0,0,45, United-States, <=50K
P39223,0,0,40, United-States, >50K
P39224,0,0,4, United-States, <=50K
P39225,10520,0,40, Puerto-Rico, >50K
P39226,6497,0,40, United-States, <=50K
P39227,0,0,51, United-States, <=50K
P39228,0,0,48, United-States, <=50K
P39229,0,1721,20, United-States, <=50K
P39230,0,0,40, United-States, <=50K
P39231,0,0,40, United-States, <=50K
P39232,0,0,60, United-States, <=50K
P39233,0,0,40, Mexico, <=50K
P39234,0,0,40, United-States, <=50K
P39235,0,0,40, United-States, <=50K
P39236,0,0,40, Canada, <=50K
P39237,0,0,60, United-States, >50K
P39238,0,0,60, United-States, <=50K
P39239,0,0,40, United-States, >50K
P39240,0,0,40, United-States, <=50K
P39241,0,0,36, United-States, <=50K
P39242,0,0,35, United-States, <=50K
P39243,0,0,60, United-States, <=50K
P39244,0,0,40, Mexico, <=50K
P39245,0,1876,50, United-States, <=50K
P39246,0,0,40, South, <=50K
P39247,0,0,40, United-States, >50K
P39248,0,0,40, United-States, >50K
P39249,0,0,45, United-States, <=50K
P39250,0,0,40, United-States, <=50K
P39251,0,0,50, Philippines, <=50K
P39252,0,0,40, United-States, <=50K
P39253,0,0,40, United-States, <=50K
P39254,0,0,40, United-States, >50K
P39255,0,0,45, United-States, <=50K
P39256,0,0,40, United-States, <=50K
